 Product ID , Work Center , Section , Option , ID , Task , Qty , Time(min) , Total Time ,, Sum of Total Time , Column Labels ,,,,,,
 101CW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SR1 , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 101CWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SRE , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 101FW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, BMILED , CAD 0.92 ,,, CAD 1.32 , CAD 2.24 ,,
 101FWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, Complete Section , CAD 0.46 ,,, CAD 0.66 , CAD 1.12 ,,
 202CW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SR1 , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 202CWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SRE , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 202FW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, BMILEDPAT , CAD 0.92 ,,, CAD 1.32 , CAD 2.24 ,,
 202FWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, Complete Section , CAD 0.46 ,,, CAD 0.66 , CAD 1.12 ,,
 ARCW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SR1 , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 ARCWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SRE , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 BASW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, BMIPAT , CAD 1.80 ,,, CAD 3.72 , CAD 5.52 ,,
 BASWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, Complete Section , CAD 0.90 ,,, CAD 1.86 , CAD 2.76 ,,
 CUBW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SR1 , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 CUBWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SRE , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 CUW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, BMLEDPAT , CAD 0.92 ,,, CAD 1.32 , CAD 2.24 ,,
 CUWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, Complete Section , CAD 0.46 ,,, CAD 0.66 , CAD 1.12 ,,
 FLW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SR1 , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 L2W , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SRE , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 L2WA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, BMS ,,,, CAD 3.72 , CAD 3.72 ,,
 LTW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 LTWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 SLW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 SLWLED , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, BMSLED ,,,, CAD 1.32 , CAD 1.32 ,,
 SOLW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 SUW , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 SUWA , Single Saw , Complete Section , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 2.00 , CAD 1.09 , CAD 2.18 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 101CW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMSLEDPAT ,,,, CAD 1.32 , CAD 1.32 ,,
 101CWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 101FW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 101FWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 202CW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMSPAT ,,,, CAD 3.72 , CAD 3.72 ,,
 202CWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 202FW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 202FWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 ARCW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWD ,,,, CAD 3.72 , CAD 3.72 ,,
 ARCWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BASW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 BASWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 CUBW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWDLED ,,,, CAD 1.32 , CAD 1.32 ,,
 CUBWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 CUW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 CUWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 FLW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWDLEDPAT ,,,, CAD 1.32 , CAD 1.32 ,,
 L2W , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 L2WA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 LTW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 LTWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWDPAT ,,,, CAD 3.72 , CAD 3.72 ,,
 SLW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 SLWLED , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 SOLW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 SUW , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWI ,,,, CAD 3.72 , CAD 3.72 ,,
 SUWA , Single Saw , SR1 , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 101CW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 101CWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 101FW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWILED ,,,, CAD 1.32 , CAD 1.32 ,,
 101FWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 202CW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 202CWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 202FW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWILEDPAT ,,,, CAD 1.32 , CAD 1.32 ,,
 202FWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 ARCW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 ARCWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 BASW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWIPAT ,,,, CAD 3.72 , CAD 3.72 ,,
 BASWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 CUBW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 CUBWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 CUW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWLEDPAT ,,,, CAD 1.32 , CAD 1.32 ,,
 CUWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 FLW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 L2W , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 L2WA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWPAT ,,,, CAD 3.72 , CAD 3.72 ,,
 LTW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 LTWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 SLW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 SLWLED , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, BMWV ,,,, CAD 3.72 , CAD 3.72 ,,
 SOLW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 SUW , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 SUWA , Single Saw , SRE , aendcap9 , CAD 1.00 , saw end cap for wall mounting , CAD 1.00 , CAD 1.09 , CAD 1.09 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 AR , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, BMWVLED ,,,, CAD 1.32 , CAD 1.32 ,,
 ARLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 ARS , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 ARSLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 ARW , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, BS ,,,, CAD 3.52 , CAD 3.52 ,,
 ARWBT , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 ARWBTLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 ARWLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6 , Preparation , Complete Section , aendcap5 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, BSLED ,,,, CAD 3.52 , CAD 3.52 ,,
 B6 , Preparation , Complete Section , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6D , Preparation , Complete Section , aendcap5 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 B6D , Preparation , Complete Section , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6DLED , Preparation , Complete Section , aendcap6 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, BSLEDPAT ,,,, CAD 3.52 , CAD 3.52 ,,
 B6DLEDPAT , Preparation , Complete Section , aendcap6 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6DPAT , Preparation , Complete Section , aendcap5 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 B6DPAT , Preparation , Complete Section , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6I , Preparation , Complete Section , aendcap5 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, BSPAT ,,,, CAD 3.52 , CAD 3.52 ,,
 B6I , Preparation , Complete Section , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6ILED , Preparation , Complete Section , aendcap6 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 B6ILEDPAT , Preparation , Complete Section , aendcap6 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6IPAT , Preparation , Complete Section , aendcap5 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, BWD ,,,, CAD 3.52 , CAD 3.52 ,,
 B6IPAT , Preparation , Complete Section , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6LEDPAT , Preparation , Complete Section , aendcap6 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 B6PAT , Preparation , Complete Section , aendcap5 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6PAT , Preparation , Complete Section , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, BWDLED ,,,, CAD 3.52 , CAD 3.52 ,,
 B6S , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6S , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 B6SLED , Preparation , Complete Section , aendcap4 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6SLEDPAT , Preparation , Complete Section , aendcap4 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, BWDLEDPAT ,,,, CAD 3.52 , CAD 3.52 ,,
 B6SPAT , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6SPAT , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 B6W , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6W , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, BWDPAT ,,,, CAD 3.52 , CAD 3.52 ,,
 B6WD , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6WD , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 B6WDLED , Preparation , Complete Section , aendcap4 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6WDLEDPAT , Preparation , Complete Section , aendcap4 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, BWI ,,,, CAD 3.52 , CAD 3.52 ,,
 B6WDPAT , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6WDPAT , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 B6WI , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6WI , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, BWILED ,,,, CAD 3.52 , CAD 3.52 ,,
 B6WILEDPAT , Preparation , Complete Section , aendcap4 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6WIPAT , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 B6WIPAT , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 B6WLEDPAT , Preparation , Complete Section , aendcap4 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, BWILEDPAT ,,,, CAD 3.52 , CAD 3.52 ,,
 B6WPAT , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 B6WPAT , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 BB , Preparation , Complete Section , aendcap5 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 BB , Preparation , Complete Section , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, BWIPAT ,,,, CAD 3.52 , CAD 3.52 ,,
 BBD , Preparation , Complete Section , aendcap5 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 BBD , Preparation , Complete Section , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
 BBDILED , Preparation , Complete Section , aendcap6 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.88 , CAD 0.88 ,,
 BBDILEDPAT , Preparation , Complete Section , aendcap6 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, BWLEDPAT ,,,, CAD 3.52 , CAD 3.52 ,,
 BBDLED , Preparation , Complete Section , aendcap6 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.76 , CAD 1.76 ,,
 BBDLEDPAT , Preparation , Complete Section , aendcap6 , CAD 2.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SR1 ,,,, CAD 0.88 , CAD 0.88 ,,
