Product ID,Lighting,Fixture Type,Option,Work Center,ID,Task,Time(min),,Sum of Time(min),Column Labels,,,
BBDLEDPAT,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBDLEDPAT,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
BBDLEDPAT,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBDLEDPAT,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBDPAT,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
BBI,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
BBI,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
BBI,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
BBI,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
BBI,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
BBI,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
BBI,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
BBI,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
BBI,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBI,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBI,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
BBILED,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
BBILED,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBILED,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBILED,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
BBILED,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBILED,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBILED,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
BBILED,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBILED,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBILED2,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
BBILED2,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBILED2,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBILED2,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
BBILED2,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBILED2,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBILED2,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
BBILED2,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBILED2,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBILEDPAT,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
BBILEDPAT,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBILEDPAT,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBILEDPAT,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
BBILEDPAT,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBILEDPAT,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBILEDPAT,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
BBILEDPAT,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBILEDPAT,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBIPAT,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
BBLED2,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
BBLED2,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBLED2,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBLED2,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
BBLED2,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBLED2,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBLED2,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
BBLED2,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBLED2,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBLEDPAT,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
BBLEDPAT,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBLEDPAT,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBLEDPAT,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
BBLEDPAT,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBLEDPAT,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBLEDPAT,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
BBLEDPAT,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBLEDPAT,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Assembly,5,Put battery in housing and fix brkt with 5 screws,2.03,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Assembly,6,Inverter connections+get out wires,0.3,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Assembly,7,Indicator light connections+clip light,2,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Assembly,8,Test switch connections,2.81,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Assembly,9,Extra time to connect light to batt.,1,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Assembly,10,Extra time to connecte driver to batt.,2,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Assembly,11,Extra time for Battery test,0.2,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Assembly,12,Emergency labels,0.36,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Preparation,3,Installed 2 brackets,1,,,,,,
BBPAT,fluorescent,pendant,battfluo3,Preparation,4,Put ballast aside,0.08,,,,,,
BBR,fluorescent,recessed,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
BBR,fluorescent,recessed,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
BBR,fluorescent,recessed,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
BBR,fluorescent,recessed,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
BBR,fluorescent,recessed,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
BBR,fluorescent,recessed,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
BBR,fluorescent,recessed,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
BBR,fluorescent,recessed,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
BBR,fluorescent,recessed,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBR,fluorescent,recessed,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBR,fluorescent,recessed,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
BBRLED,led,recessed,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
BBRLED,led,recessed,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBRLED,led,recessed,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBRLED,led,recessed,battled1,Assembly,6,Test switch connections,2.81,,,,,,
BBRLED,led,recessed,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBRLED,led,recessed,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBRLED,led,recessed,battled1,Assembly,9,Emergency labels,0.36,,,,,,
BBRLED,led,recessed,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBRLED,led,recessed,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBRLEDPAT,led,recessed,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
BBRLEDPAT,led,recessed,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBRLEDPAT,led,recessed,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBRLEDPAT,led,recessed,battled1,Assembly,6,Test switch connections,2.81,,,,,,
BBRLEDPAT,led,recessed,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBRLEDPAT,led,recessed,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBRLEDPAT,led,recessed,battled1,Assembly,9,Emergency labels,0.36,,,,,,
BBRLEDPAT,led,recessed,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBRLEDPAT,led,recessed,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBRPAT,fluorescent,recessed,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
BBRV,fluorescent,recessed,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
BBRV,fluorescent,recessed,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
BBRV,fluorescent,recessed,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
BBRV,fluorescent,recessed,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
BBRV,fluorescent,recessed,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
BBRV,fluorescent,recessed,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
BBRV,fluorescent,recessed,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
BBRV,fluorescent,recessed,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
BBRV,fluorescent,recessed,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBRV,fluorescent,recessed,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBRV,fluorescent,recessed,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
BBRVLED,led,recessed,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
BBRVLED,led,recessed,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBRVLED,led,recessed,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBRVLED,led,recessed,battled1,Assembly,6,Test switch connections,2.81,,,,,,
BBRVLED,led,recessed,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBRVLED,led,recessed,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBRVLED,led,recessed,battled1,Assembly,9,Emergency labels,0.36,,,,,,
BBRVLED,led,recessed,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBRVLED,led,recessed,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBS,fluorescent,surface,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
BBS,fluorescent,surface,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
BBS,fluorescent,surface,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
BBS,fluorescent,surface,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
BBS,fluorescent,surface,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
BBS,fluorescent,surface,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
BBS,fluorescent,surface,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
BBS,fluorescent,surface,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
BBS,fluorescent,surface,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBS,fluorescent,surface,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBS,fluorescent,surface,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
BBSLED,led,surface,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
BBSLED,led,surface,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBSLED,led,surface,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBSLED,led,surface,battled1,Assembly,6,Test switch connections,2.81,,,,,,
BBSLED,led,surface,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBSLED,led,surface,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBSLED,led,surface,battled1,Assembly,9,Emergency labels,0.36,,,,,,
BBSLED,led,surface,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBSLED,led,surface,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBSLEDPAT,led,surface,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
BBSLEDPAT,led,surface,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBSLEDPAT,led,surface,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBSLEDPAT,led,surface,battled1,Assembly,6,Test switch connections,2.81,,,,,,
BBSLEDPAT,led,surface,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBSLEDPAT,led,surface,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBSLEDPAT,led,surface,battled1,Assembly,9,Emergency labels,0.36,,,,,,
BBSLEDPAT,led,surface,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBSLEDPAT,led,surface,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBSPAT,fluorescent,surface,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
BBW,fluorescent,wall,battfluo3,Assembly,5,Put battery in housing and fix brkt with 5 screws,2.03,,,,,,
BBW,fluorescent,wall,battfluo3,Assembly,6,Inverter connections+get out wires,0.3,,,,,,
BBW,fluorescent,wall,battfluo3,Assembly,7,Indicator light connections+clip light,2,,,,,,
BBW,fluorescent,wall,battfluo3,Assembly,8,Test switch connections,2.81,,,,,,
BBW,fluorescent,wall,battfluo3,Assembly,9,Extra time to connect light to batt.,1,,,,,,
BBW,fluorescent,wall,battfluo3,Assembly,10,Extra time to connecte driver to batt.,2,,,,,,
BBW,fluorescent,wall,battfluo3,Assembly,11,Extra time for Battery test,0.2,,,,,,
BBW,fluorescent,wall,battfluo3,Assembly,12,Emergency labels,0.36,,,,,,
BBW,fluorescent,wall,battfluo3,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBW,fluorescent,wall,battfluo3,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBW,fluorescent,wall,battfluo3,Preparation,3,Installed 2 brackets,1,,,,,,
BBW,fluorescent,wall,battfluo3,Preparation,4,Put ballast aside,0.08,,,,,,
BBWD,fluorescent,wall,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
BBWD,fluorescent,wall,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
BBWD,fluorescent,wall,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
BBWD,fluorescent,wall,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
BBWD,fluorescent,wall,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
BBWD,fluorescent,wall,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
BBWD,fluorescent,wall,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
BBWD,fluorescent,wall,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
BBWD,fluorescent,wall,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
BBWD,fluorescent,wall,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
BBWD,fluorescent,wall,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
BBWDILED,led,wall,battled3,Assembly,3,Put battery in housing and fix brkt with 5 screws,2.03,,,,,,
BBWDILED,led,wall,battled3,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBWDILED,led,wall,battled3,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBWDILED,led,wall,battled3,Assembly,6,Test switch connections,2.81,,,,,,
BBWDILED,led,wall,battled3,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
BBWDILED,led,wall,battled3,Assembly,8,Extra time for Battery test,0.2,,,,,,
BBWDILED,led,wall,battled3,Assembly,9,Emergency labels,0.36,,,,,,
BBWDILED,led,wall,battled3,Preparation,1,Sub-assembly battery,0.3,,,,,,
BBWDILED,led,wall,battled3,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
BBWDLED,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
BBWDLED,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
BBWDLED,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
BBWDLED,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
BBWDLED,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
