 Product ID , Flange , Work Center , Length , Task ,Time(min),, Sum of Time(min) , Column Labels ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 B6 , - , Housing Assembly , CAD 4.00 , set-up , CAD 15.58 ,,, Housing Assembly ,,,,,,,,,,,,, Housing Assembly Total , Subassembly ,,, Subassembly Total , Drilling ,,, Drilling Total , Grand Total ,,,,,,,,,
 BMSPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, PW ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWD , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWDLED , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, PWLED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWDLEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWDPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, PWS ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWI , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWILED , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, PWSLED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWILEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWIPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, PWW ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWLEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, PWWLED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWV , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BMWVLED , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY3 ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BR , Flangeless , Housing Assembly , CAD 8.00 , set-up ,5.50,, Flangeless ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BR , Spackle Flange , Housing Assembly , CAD 8.00 , set-up ,2.25,, Spackle Flange ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BR , With Flanges , Housing Assembly , CAD 8.00 , set-up ,2.25,, With Flanges ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRLED , Flangeless , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY3P ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRLED , Spackle Flange , Housing Assembly , CAD 8.00 , set-up , CAD 20.67 ,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRLED , With Flanges , Housing Assembly , CAD 8.00 , set-up , CAD 20.67 ,, RAY3S ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRLEDPAT , Flangeless , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRLEDPAT , Spackle Flange , Housing Assembly , CAD 8.00 , set-up , CAD 20.67 ,, RAY3W ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRLEDPAT , With Flanges , Housing Assembly , CAD 8.00 , set-up , CAD 20.67 ,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRPAT , Flangeless , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY4 ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRPAT , Spackle Flange , Housing Assembly , CAD 8.00 , set-up ,2.25,, Flangeless ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRPAT , With Flanges , Housing Assembly , CAD 8.00 , set-up ,2.25,, Spackle Flange ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRV , Flangeless , Housing Assembly , CAD 8.00 , set-up ,5.50,, With Flanges ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRV , Spackle Flange , Housing Assembly , CAD 8.00 , set-up ,2.25,, RAY4P ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRV , With Flanges , Housing Assembly , CAD 8.00 , set-up ,2.25,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRVLED , Flangeless , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY4S ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRVLED , Spackle Flange , Housing Assembly , CAD 8.00 , set-up , CAD 20.67 ,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BRVLED , With Flanges , Housing Assembly , CAD 8.00 , set-up , CAD 20.67 ,, RAY4W ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BS , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BSLED , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY6 ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BSLEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, Flangeless ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BSPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, Spackle Flange ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWD , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, With Flanges ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWDLED , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY6P ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWDLEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWDPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY6S ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWI , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWILED , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY6W ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWILEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWIPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY8 ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWLEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, Flangeless ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWPAT , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, Spackle Flange ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWV , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, With Flanges ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 BWVLED , - , Housing Assembly , CAD 8.00 , set-up ,5.50,, RAY8P ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TB , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TBDILED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, RAY8S ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TBDILEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TBDLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, RAY8W ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TBDLEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TBDPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SK ,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TBILED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TBILEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SL ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBIPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBLEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SL2HLED ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBW , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SL2LLED ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBWDILED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBWDILEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SLLED ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBWDLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBWDLEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SLW ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBWDPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBWILED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SLWLED ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBWILEDPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,,,,,,,,,15.00,,,,,,,,,
 TBWIPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SOL ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TBWPAT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WB , - , Housing Assembly , CAD 8.00 , set-up ,2.25,, SOLS ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBDI , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBDILED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SOLW ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBDIW , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBLED , - , Housing Assembly , CAD 8.00 , set-up ,2.25,, SU ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 WBR , - , Housing Assembly , CAD 8.00 , set-up ,2.25,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 WBRLED , - , Housing Assembly , CAD 8.00 , set-up ,2.25,, SUA ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 WBS , - , Housing Assembly , CAD 8.00 , set-up ,2.25,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 WBSLED , - , Housing Assembly , CAD 8.00 , set-up ,2.25,, SUS ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 WBW , - , Housing Assembly , CAD 8.00 , set-up ,2.25,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 WBWLED , - , Housing Assembly , CAD 8.00 , set-up ,2.25,, SUW ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 AR , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 ARS , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, SUWA ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 ARW , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 ARWBT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TB ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 ARLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 ARSLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBDILED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 ARWBTLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 ARWLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBDILEDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PR , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PRS , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBDLED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PRW , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PW , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBDLEDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PWS , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PWW , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PRLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PRSLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBILED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PRWLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PWLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBILEDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PWSLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 PWWLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBIPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MB , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBS , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBLEDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBST , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBW , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBWT , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBW ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBWV , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBWDILED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBSLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBWLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, TBWDILEDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 MBWVLED , - , Housing Assembly , CAD 8.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101C , - , Subassembly , CAD 8.00 , set-up ,2.00,, TBWDLED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101C , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101CA , - , Subassembly , CAD 8.00 , set-up ,2.00,, TBWDLEDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101CA , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101CS , - , Subassembly , CAD 8.00 , set-up ,2.00,, TBWDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101CS , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101CW , - , Subassembly , CAD 8.00 , set-up ,2.00,, TBWILED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101CW , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101CWA , - , Subassembly , CAD 8.00 , set-up ,2.00,, TBWILEDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101CWA , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101F , - , Subassembly , CAD 8.00 , set-up ,2.00,, TBWIPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101F , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101FA , - , Subassembly , CAD 8.00 , set-up ,2.00,, TBWPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101FA , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 101FW , - , Subassembly , CAD 8.00 , set-up ,2.00,, TWC ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 101FW , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 101FWA , - , Subassembly , CAD 8.00 , set-up ,2.00,, TWCW ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 101FWA , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202C , - , Subassembly , CAD 8.00 , set-up ,2.00,, TWO ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202C , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202CA , - , Subassembly , CAD 8.00 , set-up ,2.00,, TWOW ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202CA , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202CS , - , Subassembly , CAD 8.00 , set-up ,2.00,, TWR ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202CS , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202CW , - , Subassembly , CAD 8.00 , set-up ,2.00,, TWRLED ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202CW , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202CWA , - , Subassembly , CAD 8.00 , set-up ,2.00,, TWRW ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202CWA , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202F , - , Subassembly , CAD 8.00 , set-up ,2.00,, TWRWLED ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202F , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 202FA , - , Subassembly , CAD 8.00 , set-up ,2.00,, WA ,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 202FA , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, TB9 ,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 202FW , - , Subassembly , CAD 8.00 , set-up ,2.00,, TG15 ,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 202FW , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, TB15 ,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 202FWA , - , Subassembly , CAD 8.00 , set-up ,2.00,, TG9 ,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 202FWA , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, DF ,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 ARC , - , Subassembly , CAD 8.00 , set-up ,2.00,, SM ,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 ARC , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, WALED ,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 ARCA , - , Subassembly , CAD 8.00 , set-up ,2.00,, TB9 ,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 ARCA , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, TG15 ,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 BAS , - , Subassembly , CAD 8.00 , set-up ,2.00,, TB15 ,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
 BAS , - , Housing Assembly , CAD 8.00 , set-up ,5.00,, TG9 ,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,0.00,,,,,,,,,
